,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,trending,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
433,Keras-Preprocessing,keras-team/keras-preprocessing,tensorflow-utils,,https://github.com/keras-team/keras-preprocessing,https://github.com/keras-team/keras-preprocessing,MIT,2018-05-30 22:43:36.000,2025-04-22 14:56:51.745000,2022-02-17 22:38:15,288.0,,443.0,42.0,176.0,93.0,102.0,1024.0,"Utilities for working with image data, text data, and sequence data.",52.0,27,False,2020-05-14 03:55:22.223,1.1.2,12.0,keras-preprocessing,conda-forge/keras-preprocessing,,,['tensorflow'],311.0,,https://pypi.org/project/keras-preprocessing,2020-05-14 03:55:22.223,311.0,3062594.0,3107869.0,https://anaconda.org/conda-forge/keras-preprocessing,2025-04-22 14:56:51.745,2444864.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
434,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2025-04-22 14:56:22.872000,2023-02-20 00:24:10,1723.0,,192.0,39.0,177.0,73.0,176.0,972.0,A Jupyter - Three.js bridge.,30.0,27,False,2023-02-20 00:24:01.104,2.4.2,46.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],96.0,,https://pypi.org/project/pythreejs,2023-02-20 00:24:01.104,82.0,103801.0,116138.0,https://anaconda.org/conda-forge/pythreejs,2025-04-22 14:56:22.872,680265.0,,,,,3.0,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2023-02-20 00:16:17.277,14.0,403.0,,,,,,,,,,,,,,
435,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000000,2023-04-19 21:43:19,547.0,,175.0,31.0,87.0,88.0,123.0,939.0,A scikit-learn based module for multi-label et. al. classification.,28.0,27,False,2018-12-10 16:24:47.000,0.2.0,7.0,scikit-multilearn,,,,['sklearn'],2181.0,2156.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000,25.0,83269.0,83269.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
436,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2025-04-22 14:57:06.248000,2024-11-10 14:49:37,681.0,,107.0,13.0,100.0,74.0,68.0,931.0,A Python nearest neighbor descent for approximate nearest neighbors.,30.0,27,True,2024-06-17 15:48:31.000,0.5.13,32.0,pynndescent,conda-forge/pynndescent,,,,12848.0,12692.0,https://pypi.org/project/pynndescent,2024-06-17 15:48:31.000,156.0,1698927.0,1738167.0,https://anaconda.org/conda-forge/pynndescent,2025-04-22 14:57:06.248,2354429.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
437,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2025-07-02 21:39:11.000000,2025-07-02 21:39:11,666.0,14.0,169.0,28.0,259.0,3.0,107.0,681.0,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python.,37.0,27,True,2025-02-12 12:43:47.000,0.8,14.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],503.0,475.0,https://pypi.org/project/pyriemann,2025-02-12 12:44:20.000,28.0,43796.0,44161.0,https://anaconda.org/conda-forge/pyriemann,2025-04-22 14:58:19.121,13533.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
438,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2025-04-07 19:01:47.000000,2025-04-03 17:38:00,909.0,,158.0,27.0,104.0,49.0,76.0,651.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,23.0,27,True,2025-04-07 19:01:47.000,1.17.0,45.0,ml-metadata,,,,,735.0,703.0,https://pypi.org/project/ml-metadata,2025-04-07 19:01:47.000,32.0,60910.0,60949.0,,,,,,,,3.0,2995.0,,,,,,,,,,,,,,,,,,,
439,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-09-17 14:13:04.000,2025-04-22 14:56:33.006000,2024-07-03 17:02:18,237.0,,60.0,14.0,207.0,13.0,187.0,355.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,27,True,2024-07-03 17:04:15.000,3.10.0,73.0,pystan,conda-forge/pystan,,,,10707.0,10546.0,https://pypi.org/project/pystan,2024-07-03 17:04:15.000,161.0,605099.0,656641.0,https://anaconda.org/conda-forge/pystan,2025-04-22 14:56:33.006,3040997.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
440,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2025-06-29 20:13:17.000000,2025-06-29 20:13:12,268.0,29.0,546.0,78.0,42.0,63.0,35.0,11688.0,Draw pretty maps from OpenStreetMap data! Built with osmnx +matplotlib + shapely.,21.0,26,False,2025-03-03 21:33:02.000,1.4.2,17.0,prettymaps,conda-forge/prettymaps,,,,72.0,72.0,https://pypi.org/project/prettymaps,2025-03-03 21:33:02.000,,517.0,663.0,https://anaconda.org/conda-forge/prettymaps,2025-06-11 22:55:39.146,6154.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
441,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2024-11-04 14:34:30.000000,2024-11-04 14:34:28,348.0,,1377.0,418.0,51.0,105.0,89.0,10759.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,26,True,2024-10-31 13:26:46.000,4.1.2,50.0,dopamine-rl,,,,['tensorflow'],31.0,21.0,https://pypi.org/project/dopamine-rl,2024-10-31 13:26:46.000,10.0,25534.0,25534.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
442,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1261.0,187.0,213.0,32.0,534.0,9894.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,2021-01-29 00:03:56.000,0.0.9,1.0,,,,,,21.0,21.0,,,,,335.0,,,,,,,,3.0,18095.0,,,,,,,,,,,,,,,,,,,
443,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2025-04-10 21:24:04.000000,2025-04-10 21:23:59,1631.0,1.0,821.0,137.0,1579.0,122.0,125.0,8225.0,Trax Deep Learning with Clear Code and Speed.,81.0,26,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,,223.0,222.0,https://pypi.org/project/trax,2021-10-26 20:29:00.538,1.0,1406.0,1406.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
444,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2025-06-06 14:34:36.000000,2025-06-06 14:34:36,421.0,5.0,1209.0,124.0,127.0,42.0,508.0,6716.0,Backtest trading strategies in Python.,36.0,26,False,2025-03-30 07:12:03.000,0.6.4,5.0,backtesting,,,,,3.0,,https://pypi.org/project/backtesting,2025-03-30 07:12:03.000,3.0,54391.0,54391.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
445,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2025-04-22 14:57:29.789000,2022-05-03 07:13:22,108.0,,603.0,141.0,31.0,69.0,55.0,5657.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,18.0,flashtext,conda-forge/flashtext,,,,2079.0,2023.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,56.0,1696921.0,1697279.0,https://anaconda.org/conda-forge/flashtext,2025-04-22 14:57:29.789,21519.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
446,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2025-04-22 14:57:50.621000,2024-06-09 21:29:43,1062.0,,1067.0,248.0,218.0,53.0,204.0,5224.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,26,False,2021-05-10 18:04:30.000,1.0.3,27.0,tensortrade,conda-forge/tensortrade,,,,72.0,71.0,https://pypi.org/project/tensortrade,2021-05-10 18:00:35.000,1.0,1069.0,1168.0,https://anaconda.org/conda-forge/tensortrade,2025-04-22 14:57:50.621,5067.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
447,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2024-03-21 14:27:34.000000,2023-03-29 07:02:37,553.0,,867.0,122.0,64.0,136.0,74.0,5115.0,Image augmentation library in Python for machine learning.,23.0,26,False,2023-03-29 07:06:01.465,0.2.12,24.0,Augmentor,,,,,959.0,947.0,https://pypi.org/project/Augmentor,2022-04-27 09:29:23.000,12.0,7545.0,7545.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
448,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2025-01-08 20:48:50.000000,2024-09-13 01:42:25,1464.0,,492.0,59.0,828.0,69.0,498.0,4117.0,NeuralProphet: A simple forecasting package.,55.0,26,True,2024-06-21 07:42:22.000,0.9.0,36.0,neuralprophet,,,,['pytorch'],8.0,,https://pypi.org/project/neuralprophet,2024-06-26 23:51:51.000,8.0,83801.0,83801.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
449,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2025-03-25 16:28:44.170000,2025-02-24 07:16:40,4388.0,,670.0,42.0,1029.0,314.0,719.0,3825.0,"A unified, comprehensive and efficient recommendation library.",79.0,26,True,2025-02-24 03:08:28.000,1.2.1,11.0,recbole,aibox/recbole,,,['pytorch'],2.0,,https://pypi.org/project/recbole,2025-02-24 03:08:28.000,2.0,62459.0,62613.0,https://anaconda.org/aibox/recbole,2025-03-25 16:28:44.170,8665.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
450,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2024-07-31 20:26:54.000000,2024-07-31 20:26:47,2116.0,,530.0,141.0,240.0,43.0,635.0,3310.0,Tensorforce: a TensorFlow library for applied reinforcement learning.,85.0,26,True,2021-08-30 20:20:58.000,0.6.5,24.0,tensorforce,,,,['tensorflow'],467.0,463.0,https://pypi.org/project/tensorforce,2021-08-30 20:13:45.000,4.0,620.0,620.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
451,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2025-04-22 14:57:54.473000,2025-04-14 09:03:52,1234.0,2.0,419.0,53.0,96.0,140.0,531.0,3175.0,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",30.0,26,True,2025-04-01 10:24:36.000,1.1.17,100.0,mljar-supervised,conda-forge/mljar-supervised,,,,178.0,172.0,https://pypi.org/project/mljar-supervised,2025-04-01 10:23:13.000,6.0,5203.0,6129.0,https://anaconda.org/conda-forge/mljar-supervised,2025-04-22 14:57:54.473,45375.0,,,,,2.0,,,,,,,,-2.0,,,,,,,,,,,,
452,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2025-04-22 14:57:50.627000,2023-06-20 03:14:12,435.0,,303.0,31.0,477.0,54.0,30.0,3123.0,torch-optimizer -- collection of optimizers for Pytorch.,26.0,26,False,2021-10-31 03:00:19.000,0.3.0,21.0,torch_optimizer,conda-forge/torch-optimizer,,,['pytorch'],86.0,,https://pypi.org/project/torch_optimizer,2021-10-31 03:00:19.000,86.0,158593.0,158882.0,https://anaconda.org/conda-forge/torch-optimizer,2025-04-22 14:57:50.627,14742.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
453,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2025-04-22 14:56:38.712000,2023-12-19 18:37:18,17589.0,,1050.0,213.0,3649.0,429.0,1111.0,3047.0,Unified and efficient Machine Learning.,248.0,26,False,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,,,1782.0,https://anaconda.org/conda-forge/shogun,2025-04-22 14:56:38.712,170342.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1536.0,3.0,,,,,,,,,,shogun,,,,,,,,,,
454,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2025-04-22 14:57:46.014000,2023-11-29 13:26:08,135.0,,281.0,53.0,24.0,46.0,97.0,3022.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,26,False,2023-11-29 13:30:45.000,2.3.1,35.0,sweetviz,conda-forge/sweetviz,,,,3169.0,3139.0,https://pypi.org/project/sweetviz,2023-11-29 13:27:52.000,30.0,65805.0,66640.0,https://anaconda.org/conda-forge/sweetviz,2025-04-22 14:57:46.014,44301.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
455,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2025-04-22 14:57:16.064000,2020-03-16 04:26:47,75.0,,236.0,62.0,42.0,37.0,24.0,2820.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,26,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,1416.0,1411.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,5.0,57283.0,60507.0,https://anaconda.org/conda-forge/knockknock,2025-04-22 14:57:16.064,19346.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
456,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2024-03-18 21:00:38.000000,2024-03-18 20:31:55,556.0,,477.0,94.0,44.0,91.0,240.0,2777.0,Learning to Rank in TensorFlow.,36.0,26,False,2024-03-18 21:00:38.000,0.5.5,23.0,tensorflow_ranking,,,,['tensorflow'],15.0,,https://pypi.org/project/tensorflow_ranking,2024-03-18 21:00:38.000,15.0,98328.0,98328.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
457,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2025-06-30 10:04:59.000000,2025-06-30 10:04:55,3559.0,2.0,334.0,153.0,1184.0,35.0,60.0,2752.0,Neural Network Libraries.,76.0,26,True,2024-05-29 05:14:17.000,1.39.0,79.0,nnabla,,,,,44.0,,https://pypi.org/project/nnabla,2024-05-29 02:51:02.000,44.0,2385.0,2395.0,,,,,,,,3.0,1041.0,,,,,,,,,,,,,,,,,,,
458,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2025-04-22 14:57:06.322000,2024-08-12 14:54:41,1058.0,,411.0,122.0,147.0,198.0,247.0,2711.0,PYthon svg GrAph plotting Library.,77.0,26,False,2024-08-12 14:55:21.000,3.0.5,81.0,pygal,conda-forge/pygal,,,,101.0,,https://pypi.org/project/pygal,2024-08-12 14:55:21.000,101.0,263871.0,267881.0,https://anaconda.org/conda-forge/pygal,2025-04-22 14:57:06.322,120301.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
459,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2025-04-22 14:57:36.856000,2024-12-10 03:08:33,438.0,,853.0,90.0,294.0,200.0,104.0,2604.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",73.0,26,True,2024-04-08 20:03:12.000,0.6.1,12.0,aif360,conda-forge/aif360,,,,749.0,717.0,https://pypi.org/project/aif360,2024-04-08 20:03:12.000,32.0,26585.0,27011.0,https://anaconda.org/conda-forge/aif360,2025-04-22 14:57:36.856,24732.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
460,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,BSD-3-Clause,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,315.0,65.0,15.0,28.0,47.0,2397.0,Stand-alone language identification system.,9.0,26,False,2016-04-05 22:34:15.000,1.1.6,8.0,langid,,,,,155.0,,https://pypi.org/project/langid,2016-04-05 22:34:15.000,155.0,518249.0,518249.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
461,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,GPL-3.0,2014-06-30 02:07:45.000,2023-11-10 03:06:08.000000,2020-09-22 22:35:28,271.0,,338.0,75.0,55.0,170.0,70.0,2344.0,Multilingual text (NLP) processing toolkit.,26.0,26,False,2021-12-15 16:11:38.716,15.5.1,9.0,polyglot,,,,,1545.0,1496.0,https://pypi.org/project/polyglot,2021-12-15 16:11:38.716,49.0,49654.0,49654.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
462,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2025-06-28 09:44:23.000000,2025-05-06 07:05:46,595.0,4.0,183.0,55.0,485.0,82.0,106.0,2216.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,34.0,26,True,2025-04-20 10:27:23.000,1.1.11,28.0,hivemind,,,,,143.0,131.0,https://pypi.org/project/hivemind,2025-04-20 10:21:51.000,12.0,1993.0,1993.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
463,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2025-04-22 15:32:32.084000,2021-07-16 09:03:20,66.0,,463.0,38.0,43.0,64.0,58.0,2090.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,26,False,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],2779.0,2765.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,14.0,81092.0,84664.0,https://anaconda.org/anaconda/efficientnet,2025-04-22 15:32:32.084,674.0,,,,,3.0,263502.0,,,,,,,,,,,,,,,,,,,
464,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2025-03-11 16:17:01.000000,2025-03-11 16:16:55,3948.0,,304.0,30.0,583.0,106.0,727.0,1914.0,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,86.0,26,True,2024-10-29 08:53:47.000,0.6.0,9.0,avalanche-lib,,,,,147.0,144.0,https://pypi.org/project/avalanche-lib,2024-10-29 08:52:52.000,3.0,1616.0,1617.0,,,,,,,,3.0,60.0,,,,,,,,,,,,,,,,,,,
465,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2025-04-24 16:18:31.000000,2025-04-24 16:13:58,1655.0,3.0,161.0,59.0,69.0,67.0,130.0,1846.0,A Python toolbox for gaining geometric insights into high-dimensional data.,23.0,26,True,2025-04-24 16:18:31.000,0.8.1,22.0,hypertools,,,,,508.0,506.0,https://pypi.org/project/hypertools,2022-02-12 02:43:24.000,2.0,296.0,296.0,,,,,,,,3.0,71.0,,,,,,,,,,,,,,,,,,,
466,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2025-04-22 14:57:59.344000,2024-06-10 12:07:33,223.0,,205.0,33.0,20.0,2.0,96.0,1819.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",17.0,26,False,2024-06-10 12:09:16.000,0.1.905,90.0,autoviz,conda-forge/autoviz,,,,901.0,890.0,https://pypi.org/project/autoviz,2024-06-10 12:09:16.000,11.0,13595.0,15514.0,https://anaconda.org/conda-forge/autoviz,2025-04-22 14:57:59.344,90220.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
467,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2025-04-22 14:57:28.627000,2023-08-12 06:34:27,161.0,,294.0,52.0,89.0,24.0,191.0,1696.0,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,26,False,2022-05-03 10:56:08.000,0.4.2,7.0,gplearn,conda-forge/gplearn,,,['sklearn'],746.0,727.0,https://pypi.org/project/gplearn,2022-05-03 10:47:30.000,19.0,13550.0,13716.0,https://anaconda.org/conda-forge/gplearn,2025-04-22 14:57:28.627,10136.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
468,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2025-05-30 19:49:19.000000,2025-05-30 19:49:17,1047.0,8.0,188.0,16.0,86.0,27.0,391.0,1659.0,PyTorch Extension Library of Optimized Scatter Operations.,33.0,26,True,2023-10-06 08:49:07.000,2.1.2,32.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],152.0,,https://pypi.org/project/torch-scatter,2023-10-06 08:49:07.000,152.0,40683.0,55496.0,https://anaconda.org/conda-forge/pytorch_scatter,2025-05-30 07:06:22.504,903596.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
469,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2025-04-22 15:32:21.921000,2024-11-25 22:31:52,1041.0,,601.0,104.0,296.0,22.0,300.0,1609.0,Execute Python code on the fly and display results in Tableau visualizations:.,51.0,26,True,2024-11-25 22:37:09.000,2.13.0,36.0,tabpy,anaconda/tabpy-client,,,,217.0,215.0,https://pypi.org/project/tabpy,2024-11-25 22:37:09.000,2.0,6948.0,7001.0,https://anaconda.org/anaconda/tabpy-client,2025-04-22 15:32:21.921,5328.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
470,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000000,2023-09-26 07:34:28,1378.0,,312.0,27.0,381.0,62.0,155.0,1584.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,26,False,2023-09-26 07:49:38.000,2.2.6,21.0,pgl,,,,['paddle'],67.0,66.0,https://pypi.org/project/pgl,2023-09-26 07:49:38.000,1.0,1200.0,1200.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
471,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2025-05-27 20:53:52.000000,2025-05-27 20:53:46,697.0,1.0,172.0,21.0,129.0,13.0,131.0,1542.0,"Extensible, parallel implementations of t-SNE.",13.0,26,True,2024-08-13 11:02:28.000,1.0.2,28.0,opentsne,conda-forge/opentsne,,,,1136.0,1089.0,https://pypi.org/project/opentsne,2024-08-13 11:02:01.000,47.0,38580.0,46244.0,https://anaconda.org/conda-forge/opentsne,2025-04-22 14:56:58.501,452210.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
472,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,302.0,72.0,742.0,58.0,168.0,1483.0,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,26,False,2019-06-12 11:55:40.000,0.13.1,25.0,chainercv,,,,,425.0,423.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,2.0,898.0,898.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
473,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2025-05-18 08:18:51.000000,2025-05-18 08:17:51,74.0,2.0,303.0,55.0,69.0,13.0,114.0,1386.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,10.0,26,True,2025-05-18 08:18:51.000,0.6.5,27.0,stockstats,,,,,1294.0,1280.0,https://pypi.org/project/stockstats,2025-05-18 08:18:51.000,14.0,20016.0,20016.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
