,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
344,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2025-04-22 14:56:38.712000,2023-12-19 18:37:18,17589.0,,1050.0,213.0,3649.0,429.0,1115.0,3049.0,Unified and efficient Machine Learning.,248.0,26,False,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,,conda-forge/shogun,shogun/shogun,,,,,,,,https://anaconda.org/conda-forge/shogun,2025-04-22 14:56:38.712,191244.0,1979.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1547.0,3.0,,,,,,,,,shogun,,,,,,,,,,
345,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2025-07-24 09:37:35.000000,2025-07-24 09:20:44,1736.0,7.0,350.0,34.0,382.0,41.0,197.0,2939.0,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,42.0,26,True,2025-07-24 09:37:35.000,2.7.10,53.0,,shapash,,,,['jupyter'],200.0,196.0,https://pypi.org/project/shapash,2025-07-24 09:37:35.000,4.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
346,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2025-04-22 14:57:29.383000,2024-03-04 15:46:26,1711.0,,425.0,46.0,367.0,27.0,350.0,2888.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",35.0,26,False,2024-03-04 20:59:17.000,3.3.4,71.0,,foolbox,conda-forge/foolbox,,,,761.0,747.0,https://pypi.org/project/foolbox,2024-03-04 20:59:17.000,14.0,https://anaconda.org/conda-forge/foolbox,2025-04-22 14:57:29.383,18833.0,308.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
347,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2025-04-22 14:56:36.813000,2023-04-03 00:19:55,1816.0,,248.0,86.0,124.0,35.0,230.0,2230.0,"NLP, before and after spaCy.",35.0,26,False,2023-04-02 23:06:15.139,0.13.0,32.0,,textacy,conda-forge/textacy,,,,2098.0,2032.0,https://pypi.org/project/textacy,2023-04-02 23:06:15.139,66.0,https://anaconda.org/conda-forge/textacy,2025-04-22 14:56:36.813,205685.0,2077.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
348,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2025-08-12 14:12:24.000000,2025-08-12 14:12:24,976.0,12.0,451.0,36.0,1017.0,152.0,389.0,2110.0,A Python package to assess and improve fairness of machine learning models.,104.0,26,True,2024-12-11 12:38:14.000,0.12.0,22.0,,fairlearn,conda-forge/fairlearn,,,['sklearn'],66.0,3.0,https://pypi.org/project/fairlearn,2024-12-11 11:29:34.000,63.0,https://anaconda.org/conda-forge/fairlearn,2025-04-22 14:57:20.746,49629.0,870.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
349,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2025-05-06 07:32:11.000000,2025-05-06 07:32:11,679.0,,403.0,41.0,68.0,36.0,273.0,2023.0,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",32.0,26,True,2023-04-07 06:00:55.135,1.3.6,19.0,,ogb,conda-forge/ogb,,,,2690.0,2617.0,https://pypi.org/project/ogb,2023-04-07 06:00:55.135,73.0,https://anaconda.org/conda-forge/ogb,2025-04-22 14:57:35.121,58679.0,994.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
350,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2025-04-22 14:57:59.303000,2023-10-08 14:28:43,1157.0,,213.0,34.0,1081.0,25.0,496.0,1742.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,26,False,2023-06-30 13:37:19.283,0.8.2,40.0,Lightning-Universe/lightning-flash,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],321.0,316.0,https://pypi.org/project/lightning-flash,2022-05-11 18:17:54.000,5.0,https://anaconda.org/conda-forge/lightning-flash,2025-04-22 14:57:59.303,31536.0,657.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
351,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2025-08-12 12:52:25.000000,2025-08-12 12:52:23,1049.0,6.0,195.0,16.0,89.0,27.0,391.0,1683.0,PyTorch Extension Library of Optimized Scatter Operations.,34.0,26,True,2023-10-06 08:49:07.000,2.1.2,32.0,,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],152.0,,https://pypi.org/project/torch-scatter,2023-10-06 08:49:07.000,152.0,https://anaconda.org/conda-forge/pytorch_scatter,2025-07-26 06:42:54.798,945235.0,15245.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
352,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2025-08-12 15:49:01.000000,2025-08-12 15:48:57,700.0,4.0,172.0,21.0,130.0,13.0,136.0,1552.0,"Extensible, parallel implementations of t-SNE.",13.0,26,True,2024-08-13 11:02:28.000,1.0.2,28.0,,opentsne,conda-forge/opentsne,,,,1143.0,1096.0,https://pypi.org/project/opentsne,2024-08-13 11:02:01.000,47.0,https://anaconda.org/conda-forge/opentsne,2025-04-22 14:56:58.501,465228.0,7753.0,,,,,3.0,,2.0,,,,,,,,,,,,,,,,,
353,skrub,skrub-data/skrub,tabular,,https://github.com/skrub-data/skrub,https://github.com/skrub-data/skrub,BSD-3-Clause,2018-03-12 23:32:22.000,2025-08-12 11:41:55.000000,2025-08-12 11:41:55,1910.0,87.0,153.0,20.0,1026.0,105.0,412.0,1441.0,Machine learning with dataframes.,71.0,26,True,2025-07-24 10:16:52.000,0.6.0,16.0,,skrub,,,,"['sklearn', 'pandas']",113.0,96.0,https://pypi.org/project/skrub,2025-07-24 10:16:52.000,17.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
354,Geomstats,geomstats/geomstats,ml-frameworks,,https://github.com/geomstats/geomstats,https://github.com/geomstats/geomstats,MIT,2017-10-25 00:44:57.000,2025-05-22 19:59:32.000000,2025-05-22 19:59:32,10862.0,6.0,256.0,39.0,1524.0,209.0,362.0,1395.0,Computations and statistics on manifolds with geometric structures.,96.0,26,True,2024-09-09 17:46:06.000,2.8.0,33.0,,geomstats,conda-forge/geomstats,,https://geomstats.github.io/,,161.0,149.0,https://pypi.org/project/geomstats,2024-09-09 17:41:39.000,12.0,https://anaconda.org/conda-forge/geomstats,2025-04-22 14:58:18.165,7387.0,194.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
355,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2025-08-04 18:28:52.000000,2025-08-04 18:24:20,455.0,12.0,188.0,26.0,47.0,,136.0,1390.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,26,True,2025-08-04 18:28:52.000,0.16.1,64.0,,prince,conda-forge/prince-factor-analysis,,,['sklearn'],790.0,767.0,https://pypi.org/project/prince,2025-08-04 18:28:52.000,23.0,https://anaconda.org/conda-forge/prince-factor-analysis,2025-04-22 14:57:16.914,26180.0,379.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
356,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2025-06-24 06:34:09.000000,2025-06-24 06:34:09,566.0,7.0,122.0,20.0,420.0,36.0,302.0,1351.0,Extra blocks for scikit-learn pipelines.,68.0,26,True,2025-04-30 20:17:15.000,0.9.5,56.0,,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],200.0,187.0,https://pypi.org/project/scikit-lego,2025-04-30 20:12:58.000,13.0,https://anaconda.org/conda-forge/scikit-lego,2025-04-22 14:57:15.493,72186.0,1145.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
357,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2025-04-22 14:56:41.347000,2024-11-22 14:04:30,811.0,,148.0,38.0,215.0,120.0,152.0,1280.0,Real-time stream processing for python.,49.0,26,True,2022-07-27 18:09:03.803,0.6.4,17.0,,streamz,conda-forge/streamz,,,,624.0,567.0,https://pypi.org/project/streamz,2022-07-27 18:09:03.803,57.0,https://anaconda.org/conda-forge/streamz,2025-04-22 14:56:41.347,2493803.0,40882.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
358,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2025-08-14 14:04:35.000000,2025-02-19 14:28:48,2077.0,,233.0,40.0,650.0,109.0,493.0,1183.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,43.0,26,False,2025-03-20 15:27:01.000,2.3.1,51.0,,smac,conda-forge/smac,,,,53.0,,https://pypi.org/project/smac,2025-03-20 15:27:01.000,53.0,https://anaconda.org/conda-forge/smac,2025-04-22 14:57:48.900,35228.0,664.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
359,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2025-04-22 14:56:22.872000,2023-02-20 00:24:10,1723.0,,192.0,39.0,177.0,73.0,176.0,975.0,A Jupyter - Three.js bridge.,30.0,26,False,2023-02-20 00:24:01.104,2.4.2,46.0,,pythreejs,conda-forge/pythreejs,,,['jupyter'],96.0,,https://pypi.org/project/pythreejs,2023-02-20 00:24:01.104,82.0,https://anaconda.org/conda-forge/pythreejs,2025-04-22 14:56:22.872,723040.0,12903.0,,,,,3.0,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2023-02-20 00:16:17.277,14.0,437.0,,,,,,,,,,,,
360,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2025-06-27 07:14:10.000000,2025-06-27 07:14:09,1970.0,1.0,245.0,19.0,308.0,55.0,289.0,938.0,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",52.0,26,True,2024-08-19 16:35:23.000,1.5.1,49.0,,salib,conda-forge/salib,,,,1732.0,1605.0,https://pypi.org/project/salib,2024-08-19 16:35:23.000,127.0,https://anaconda.org/conda-forge/salib,2025-04-22 14:56:29.359,250284.0,4315.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
361,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000,2025-06-09 00:13:32.000000,2025-06-09 00:13:32,644.0,1.0,41.0,9.0,82.0,14.0,28.0,226.0,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,13.0,26,False,2025-04-03 15:08:36.000,1.3.0,56.0,,blis,conda-forge/cython-blis,,,,65072.0,64952.0,https://pypi.org/project/blis,2025-04-03 15:08:36.000,120.0,https://anaconda.org/conda-forge/cython-blis,2025-04-22 14:57:03.201,2594821.0,44022.0,,,,,2.0,3064.0,,,,,,,,,,,,,,,,,,
362,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,Apache-2.0,2016-06-07 15:55:16.000,2023-12-02 01:27:38.759000,2023-02-18 07:58:21,3353.0,,1610.0,454.0,699.0,36.0,441.0,7369.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,134.0,25,False,2022-02-15 02:05:47.000,2.2.5,84.0,,tensorlayer,,,,['tensorflow'],11.0,,https://pypi.org/project/tensorlayer,2022-02-15 02:05:47.000,11.0,,,,26.0,,,,,2.0,2801.0,,,,,,,,,,,,,,,,,,
363,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2023-09-17 12:33:41.000000,2019-11-11 22:14:54,308.0,,1359.0,198.0,158.0,49.0,227.0,5554.0,Deep Reinforcement Learning for Keras.,41.0,25,False,2018-06-01 07:52:24.000,0.4.2,8.0,,keras-rl,,,,['tensorflow'],834.0,828.0,https://pypi.org/project/keras-rl,2018-06-01 07:52:24.000,6.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
364,causalml,uber/causalml,others,,https://github.com/uber/causalml,https://github.com/uber/causalml,Apache-2.0,2019-07-09 02:08:58.000,2025-07-16 01:55:23.000000,2025-07-16 01:55:16,650.0,8.0,830.0,86.0,380.0,43.0,372.0,5536.0,Uplift modeling and causal inference with machine learning algorithms.,68.0,25,True,2025-07-09 00:23:50.000,0.15.5,28.0,,causalml,,,,,314.0,304.0,https://pypi.org/project/causalml,2025-07-09 00:23:50.000,10.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
365,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2025-08-14 06:19:40.000000,2025-08-14 06:19:40,3940.0,49.0,645.0,92.0,4332.0,259.0,1439.0,5483.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,99.0,25,True,2025-08-13 10:26:42.000,1.51.0,92.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
366,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2025-08-14 14:06:15.000000,2025-08-14 14:06:15,1485.0,4.0,788.0,77.0,1835.0,337.0,637.0,4983.0,Probabilistic time series modeling in Python.,117.0,25,True,2025-06-27 12:02:32.000,0.16.2,114.0,,gluonts,anaconda/gluonts,,,['mxnet'],41.0,,https://pypi.org/project/gluonts,2025-06-27 12:02:32.000,41.0,https://anaconda.org/anaconda/gluonts,2025-04-22 15:32:35.609,2494.0,54.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
367,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2025-08-13 23:52:45.000000,2025-08-13 23:51:20,1368.0,25.0,536.0,66.0,847.0,1.0,592.0,4315.0,On-device wake word detection powered by deep learning.,43.0,25,True,2025-02-05 18:37:30.000,3.0.5,37.0,,pvporcupine,,,,,89.0,51.0,https://pypi.org/project/pvporcupine,2025-02-05 18:37:30.000,38.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
368,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2025-04-11 20:16:33.000000,2025-03-14 16:42:02,1307.0,,2506.0,1921.0,542.0,390.0,1078.0,4242.0,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,65.0,25,True,2024-12-10 14:48:18.000,1.59.0,107.0,,azureml-sdk,,,,,31.0,,https://pypi.org/project/azureml-sdk,2025-04-11 20:16:33.000,31.0,,,,8.0,,,,,2.0,678.0,,,,,,,,,,,,,,,,,,
369,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,AGPL-3.0,2021-10-11 14:48:38.000,2025-07-31 09:37:04.000000,2025-07-31 09:37:03,1502.0,4.0,275.0,23.0,1765.0,254.0,734.0,3870.0,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,54.0,25,False,2024-12-15 15:25:39.000,0.19.1,62.0,,deepchecks,,,,,544.0,532.0,https://pypi.org/project/deepchecks,2024-12-15 15:25:31.000,12.0,,,,33.0,,,,,2.0,1544.0,,,,,,,,,,,,,,,,,,
370,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,MIT,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161.0,,949.0,214.0,408.0,139.0,402.0,3861.0,Lightweight library to build and train neural networks in Theano.,72.0,25,False,2015-08-13 21:00:09.000,0.1,2.0,,lasagne,,,,,1113.0,1101.0,https://pypi.org/project/lasagne,2015-08-13 21:10:53.000,12.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
371,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2025-06-15 18:02:32.000000,2024-06-22 17:36:10,1146.0,,263.0,64.0,124.0,7.0,298.0,3584.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,25,False,2024-06-22 19:12:02.000,0.3.3,23.0,,vidgear,,,,,758.0,743.0,https://pypi.org/project/vidgear,2024-06-22 19:12:02.000,15.0,,,,33.0,,,,,3.0,2569.0,,,,,,,,,,,,,,,,,,
372,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2025-05-24 22:00:53.930000,2025-05-16 20:26:10,3140.0,,758.0,155.0,65.0,4.0,929.0,3472.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,41.0,25,True,2025-05-13 19:14:39.000,1.9.0,23.0,,,bioconda/deepvariant,,,['tensorflow'],4.0,4.0,,,,https://anaconda.org/bioconda/deepvariant,2025-05-24 22:00:53.930,77255.0,900.0,,,,,3.0,4869.0,,,,,,,,,,,,,,,,,,
373,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2025-04-22 14:57:07.761000,2025-02-07 18:03:57,996.0,,593.0,93.0,344.0,39.0,763.0,3470.0,"Fast, flexible and easy to use probabilistic modelling in Python.",75.0,25,True,2025-02-07 18:05:56.000,1.1.2,78.0,,pomegranate,conda-forge/pomegranate,,,,67.0,,https://pypi.org/project/pomegranate,2025-02-07 18:05:56.000,67.0,https://anaconda.org/conda-forge/pomegranate,2025-04-22 14:57:07.761,222217.0,3527.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
374,Catalyst,catalyst-team/catalyst,ml-experiments,,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000,2025-06-27 02:59:05.000000,2022-04-29 04:19:24,1698.0,,390.0,44.0,1087.0,4.0,355.0,3364.0,Accelerated deep learning R&D.,104.0,25,False,2022-04-29 04:45:11.000,22.04,108.0,,catalyst,,,,['pytorch'],1315.0,1285.0,https://pypi.org/project/catalyst,2022-04-29 04:46:04.000,30.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
375,Determined,determined-ai/determined,ml-frameworks,,https://github.com/determined-ai/determined,https://github.com/determined-ai/determined,Apache-2.0,2020-04-07 16:12:29.000,2025-03-20 19:09:46.000000,2025-03-20 19:09:13,8394.0,,365.0,81.0,9859.0,103.0,350.0,3172.0,"Determined is an open-source machine learning platform that simplifies distributed training, hyperparameter tuning,..",125.0,25,True,2025-03-19 23:12:44.000,0.38.1,607.0,,determined,,,https://docs.determined.ai,"['pytorch', 'tensorflow']",4.0,,https://pypi.org/project/determined,2025-03-19 23:33:17.000,4.0,,,,247.0,,,,,3.0,13856.0,,,,,,,,,,,,,,,,,,
376,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2025-07-24 21:07:49.000000,2025-07-24 15:12:46,3713.0,13.0,572.0,112.0,374.0,414.0,702.0,3168.0,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",83.0,25,False,2015-03-31 16:33:30.000,2.0,22.0,,essentia,,,,,989.0,959.0,https://pypi.org/project/essentia,2025-07-24 21:07:49.000,30.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
377,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2025-04-22 14:57:08.534000,2024-03-14 19:50:06,769.0,,839.0,181.0,75.0,21.0,565.0,3087.0,Python sync/async framework for Interactive Brokers API.,36.0,25,False,2023-07-02 12:44:10.283,0.9.86,111.0,,ib_insync,conda-forge/ib-insync,,,,44.0,,https://pypi.org/project/ib_insync,2022-11-21 09:32:01.715,44.0,https://anaconda.org/conda-forge/ib-insync,2025-04-22 14:57:08.534,62713.0,859.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
378,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2025-08-05 02:52:48.000000,2025-08-05 02:52:48,2054.0,39.0,398.0,37.0,105.0,39.0,169.0,2853.0,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,38.0,25,True,2025-07-16 05:35:08.000,0.56.2,50.0,,torch-geometric-temporal,,,,['pytorch'],12.0,,https://pypi.org/project/torch-geometric-temporal,2025-07-16 05:35:08.000,12.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
379,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2025-04-30 05:40:51.091000,2020-01-22 07:39:36,1198.0,,329.0,68.0,168.0,164.0,113.0,2772.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,25,False,2025-04-20 16:37:59.000,0.16.0,33.0,,eli5,conda-forge/eli5,,,,66.0,,https://pypi.org/project/eli5,2025-04-20 16:37:59.000,66.0,https://anaconda.org/conda-forge/eli5,2025-04-30 05:40:51.091,202017.0,3258.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
380,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2025-04-22 14:56:38.875000,2018-08-19 12:37:47,130.0,,285.0,62.0,61.0,31.0,39.0,2439.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,25,False,2018-08-19 12:25:39.290,0.3.7,27.0,,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],6590.0,6505.0,https://pypi.org/project/scikit-plot,2018-08-19 12:25:39.290,85.0,https://anaconda.org/conda-forge/scikit-plot,2025-04-22 14:56:38.875,231558.0,2387.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
381,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2025-08-14 07:20:03.000000,2025-08-12 16:57:38,2035.0,67.0,215.0,46.0,368.0,204.0,176.0,2314.0,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",48.0,25,True,2025-07-26 16:15:07.000,0.41.0,218.0,,graphistry,,,,['jupyter'],6.0,,https://pypi.org/project/graphistry,2025-07-26 16:15:07.000,6.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
382,ffn,pmorissette/ffn,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000,2025-08-11 19:57:10.000000,2025-08-11 19:57:02,513.0,4.0,320.0,67.0,135.0,24.0,111.0,2312.0,ffn - a financial function library for Python.,36.0,25,True,2025-02-11 21:34:04.000,1.1.2,39.0,,ffn,conda-forge/ffn,,,,594.0,572.0,https://pypi.org/project/ffn,2025-02-11 21:08:01.000,22.0,https://anaconda.org/conda-forge/ffn,2025-04-22 14:57:50.670,22925.0,440.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
383,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2025-07-10 19:16:42.000000,2025-07-10 19:16:36,1680.0,25.0,163.0,59.0,70.0,67.0,130.0,1855.0,A Python toolbox for gaining geometric insights into high-dimensional data.,23.0,25,True,2025-07-09 17:59:46.000,0.8.1,22.0,,hypertools,,,,,509.0,507.0,https://pypi.org/project/hypertools,2025-07-09 17:59:46.000,2.0,,,,0.0,,,,,3.0,71.0,,,,,,,,,,,,,,,,,,
384,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2025-07-18 17:12:06.000000,2025-07-18 17:12:05,2936.0,1.0,200.0,27.0,772.0,118.0,473.0,1853.0,A Python library for learning and evaluating knowledge graph embeddings.,43.0,25,True,2025-04-24 10:52:18.000,1.11.1,50.0,,pykeen,,,,,366.0,345.0,https://pypi.org/project/pykeen,2025-04-24 10:43:35.000,21.0,,,,3.0,,,,,2.0,240.0,,,,,,,,,,,,,,,,,,
385,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2025-04-22 14:57:59.344000,2024-06-10 12:07:33,223.0,,204.0,33.0,20.0,2.0,97.0,1832.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",17.0,25,False,2024-06-10 12:09:16.000,0.1.905,90.0,,autoviz,conda-forge/autoviz,,,,901.0,890.0,https://pypi.org/project/autoviz,2024-06-10 12:09:16.000,11.0,https://anaconda.org/conda-forge/autoviz,2025-04-22 14:57:59.344,93637.0,1950.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
