,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
416,Cufflinks,santosjorge/cufflinks,data-viz,,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33.000,2024-07-03 14:15:42.000000,2021-02-25 05:05:09,452.0,,676.0,107.0,74.0,102.0,123.0,3073.0,Productivity Tools for Plotly + Pandas.,39.0,24,False,2020-03-01 17:42:01.000,0.17.3,28.0,,cufflinks,,,,['pandas'],14929.0,14820.0,https://pypi.org/project/cufflinks,2020-03-01 17:42:01.000,109.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
417,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2024-04-10 12:25:23.000000,2021-10-29 06:15:49,2535.0,,433.0,61.0,933.0,325.0,747.0,3022.0,StellarGraph - Machine Learning on Graphs.,40.0,24,False,2021-02-22 06:35:38.731,1.2.1,25.0,,stellargraph,,,,['tensorflow'],318.0,307.0,https://pypi.org/project/stellargraph,2021-02-22 06:35:38.731,11.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
418,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2025-04-22 14:57:21.142000,2021-06-22 10:51:48,116.0,,478.0,95.0,49.0,65.0,255.0,2880.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,24,False,2019-04-08 11:28:27.000,4.0.0,5.0,,neuralcoref,conda-forge/neuralcoref,,,,775.0,754.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,21.0,https://anaconda.org/conda-forge/neuralcoref,2025-04-22 14:57:21.142,23607.0,369.0,,,,,2.0,1230.0,,,,,,,,,,,,,,,,,,
419,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2025-04-22 14:57:16.064000,2020-03-16 04:26:47,75.0,,236.0,62.0,42.0,37.0,24.0,2819.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,24,False,2020-03-04 04:15:47.000,0.1.8,10.0,,knockknock,conda-forge/knockknock,,,,1419.0,1414.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,5.0,https://anaconda.org/conda-forge/knockknock,2025-04-22 14:57:16.064,19703.0,2814.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
420,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2025-04-22 14:57:06.322000,2024-08-12 14:54:41,1058.0,,417.0,122.0,147.0,199.0,250.0,2716.0,PYthon svg GrAph plotting Library.,77.0,24,False,2024-08-12 14:55:21.000,3.0.5,81.0,,pygal,conda-forge/pygal,,,,101.0,,https://pypi.org/project/pygal,2024-08-12 14:55:21.000,101.0,https://anaconda.org/conda-forge/pygal,2025-04-22 14:57:06.322,122223.0,3942.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
421,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2025-04-22 14:57:36.856000,2024-12-10 03:08:33,438.0,,858.0,90.0,295.0,200.0,104.0,2631.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",72.0,24,True,2024-04-08 20:03:12.000,0.6.1,12.0,,aif360,conda-forge/aif360,,,,759.0,727.0,https://pypi.org/project/aif360,2024-04-08 20:03:12.000,32.0,https://anaconda.org/conda-forge/aif360,2025-04-22 14:57:36.856,25856.0,438.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
422,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2022-11-26 14:07:55.000000,2021-09-22 15:31:55,6364.0,,730.0,167.0,94.0,136.0,358.0,2537.0,An Algorithmic Trading Library for Crypto-Assets in Python.,152.0,24,False,2018-11-11 16:46:28.000,0.5.21,52.0,,enigma-catalyst,,,,,31.0,29.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
423,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2025-04-22 14:57:21.393000,2024-10-08 16:09:34,62.0,,526.0,42.0,29.0,49.0,81.0,2394.0,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,24,True,2024-10-08 01:42:18.000,1.0.0,12.0,,mtcnn,conda-forge/mtcnn,,,['tensorflow'],9197.0,9124.0,https://pypi.org/project/mtcnn,2024-10-08 01:42:18.000,73.0,https://anaconda.org/conda-forge/mtcnn,2025-04-22 14:57:21.393,15620.0,242.0,,,,,3.0,63.0,,,,,,,,,,,,,,,,,,
424,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2024-01-21 16:47:04.000000,2024-01-21 16:46:47,1134.0,,336.0,42.0,57.0,72.0,210.0,2378.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,24,False,2024-01-21 16:17:36.000,1.3.1,35.0,,spektral,,,,['tensorflow'],425.0,418.0,https://pypi.org/project/spektral,2024-01-21 16:17:36.000,7.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
425,ffn,pmorissette/ffn,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000,2025-07-01 15:04:14.000000,2025-07-01 15:04:07,511.0,2.0,319.0,67.0,134.0,24.0,111.0,2309.0,ffn - a financial function library for Python.,36.0,24,True,2025-02-11 21:34:04.000,1.1.2,39.0,,ffn,conda-forge/ffn,,,,593.0,571.0,https://pypi.org/project/ffn,2025-02-11 21:08:01.000,22.0,https://anaconda.org/conda-forge/ffn,2025-04-22 14:57:50.670,22636.0,435.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
426,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2025-04-29 22:00:38.000000,2025-04-29 22:00:33,390.0,,291.0,53.0,14.0,23.0,80.0,2307.0,Beautiful visualizations of how language differs among document types.,14.0,24,True,2024-09-23 05:35:47.000,0.2.2,151.0,,scattertext,conda-forge/scattertext,,,,674.0,669.0,https://pypi.org/project/scattertext,2024-09-23 05:35:47.000,5.0,https://anaconda.org/conda-forge/scattertext,2025-04-22 14:56:39.793,123700.0,1288.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
427,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2025-04-22 15:32:32.084000,2021-07-16 09:03:20,66.0,,463.0,38.0,43.0,64.0,58.0,2092.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,24,False,2020-09-15 16:26:00.000,1.1.1,9.0,,efficientnet,anaconda/efficientnet,,,['tensorflow'],2782.0,2768.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,14.0,https://anaconda.org/anaconda/efficientnet,2025-04-22 15:32:32.084,699.0,3528.0,,,,,2.0,263710.0,,,,,,,,,,,,,,,,,,
428,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2025-08-06 21:10:35.000000,2025-08-06 21:10:35,1068.0,2.0,242.0,49.0,218.0,40.0,292.0,1853.0,A full spaCy pipeline and models for scientific/biomedical documents.,38.0,24,True,2024-10-27 05:43:35.000,0.5.5,16.0,,scispacy,,,,,1350.0,1305.0,https://pypi.org/project/scispacy,2024-10-27 05:43:35.000,45.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
429,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2025-06-18 15:41:19.000000,2025-06-18 15:41:11,393.0,1.0,171.0,24.0,85.0,51.0,36.0,1844.0,A Python package for time series classification.,15.0,24,True,2023-06-18 12:36:11.801,0.13.0,19.0,,pyts,conda-forge/pyts,,,,932.0,887.0,https://pypi.org/project/pyts,2023-06-18 12:36:11.801,45.0,https://anaconda.org/conda-forge/pyts,2025-04-22 14:57:10.207,34022.0,739.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
430,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2025-07-23 08:17:23.000000,2025-07-23 08:17:23,163.0,2.0,297.0,52.0,89.0,24.0,191.0,1718.0,"Genetic Programming in Python, with a scikit-learn inspired API.",12.0,24,True,2022-05-03 10:56:08.000,0.4.2,7.0,,gplearn,conda-forge/gplearn,,,['sklearn'],749.0,730.0,https://pypi.org/project/gplearn,2022-05-03 10:47:30.000,19.0,https://anaconda.org/conda-forge/gplearn,2025-04-22 14:57:28.627,10417.0,168.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
431,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2025-08-06 06:51:53.000000,2025-08-04 22:09:08,1098.0,24.0,288.0,42.0,949.0,85.0,66.0,1701.0,A lightweight library for PyTorch training tools and utilities.,150.0,24,True,2018-07-29 23:16:03.000,0.0.4,3.0,,torchnet,,,,['pytorch'],24.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000,24.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
432,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2025-04-23 13:04:26.000000,2025-04-23 13:04:26,461.0,,239.0,49.0,51.0,24.0,92.0,1656.0,Contextually-keyed word vectors.,20.0,24,True,2023-04-17 14:14:02.218,2.0.2,24.0,,sense2vec,conda-forge/sense2vec,,,,482.0,469.0,https://pypi.org/project/sense2vec,2021-04-19 07:05:28.000,13.0,https://anaconda.org/conda-forge/sense2vec,2025-04-22 14:57:12.924,64005.0,2129.0,,,,,2.0,72446.0,,,,,,,,,,,,,,,,,,
433,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2025-04-22 15:32:21.921000,2024-11-25 22:31:52,1041.0,,601.0,105.0,296.0,22.0,300.0,1619.0,Execute Python code on the fly and display results in Tableau visualizations:.,51.0,24,True,2024-11-25 22:37:09.000,2.13.0,36.0,,tabpy,anaconda/tabpy-client,,,,217.0,215.0,https://pypi.org/project/tabpy,2024-11-25 22:37:09.000,2.0,https://anaconda.org/anaconda/tabpy-client,2025-04-22 15:32:21.921,5438.0,54.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
434,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2025-05-04 13:31:32.000000,2025-05-04 13:31:32,865.0,,282.0,81.0,494.0,61.0,210.0,1566.0,Underthesea - Vietnamese NLP Toolkit.,21.0,24,False,2024-06-22 10:18:00.000,6.8.4,127.0,,underthesea,,,,,1684.0,1669.0,https://pypi.org/project/underthesea,2024-06-22 10:18:00.000,15.0,,,,91.0,,,,,2.0,9049.0,,,,,,,,,,,,,,,,,,
435,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2025-05-27 20:53:52.000000,2025-05-27 20:53:46,697.0,1.0,172.0,21.0,129.0,13.0,131.0,1552.0,"Extensible, parallel implementations of t-SNE.",13.0,24,True,2024-08-13 11:02:28.000,1.0.2,28.0,,opentsne,conda-forge/opentsne,,,,1143.0,1096.0,https://pypi.org/project/opentsne,2024-08-13 11:02:01.000,47.0,https://anaconda.org/conda-forge/opentsne,2025-04-22 14:56:58.501,462449.0,7707.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
436,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,302.0,72.0,742.0,58.0,168.0,1483.0,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,24,False,2019-06-12 11:55:40.000,0.13.1,25.0,,chainercv,,,,,425.0,423.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
437,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2024-08-25 11:43:40.000000,2024-08-25 11:43:40,1753.0,,248.0,42.0,263.0,68.0,214.0,1468.0,Python audio and music signal processing library.,24.0,24,True,2018-11-14 14:57:41.000,0.16.1,11.0,,madmom,,,,,532.0,505.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,27.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
438,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2025-07-27 19:45:50.000000,2025-07-27 19:45:48,690.0,1.0,168.0,50.0,165.0,25.0,385.0,1434.0,moDel Agnostic Language for Exploration and eXplanation.,27.0,24,False,2025-02-12 20:48:06.000,1.7.2,29.0,,dalex,conda-forge/dalex,,,,240.0,233.0,https://pypi.org/project/dalex,2025-02-12 20:48:06.000,7.0,https://anaconda.org/conda-forge/dalex,2025-04-22 14:57:44.228,28280.0,514.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
439,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2025-04-22 14:57:23.763000,2024-08-03 19:34:12,297.0,,231.0,44.0,186.0,53.0,122.0,1424.0,Metric learning algorithms in Python.,24.0,24,True,2023-10-09 04:53:59.000,0.7.0,11.0,,metric-learn,conda-forge/metric-learn,,,['sklearn'],498.0,491.0,https://pypi.org/project/metric-learn,2023-10-09 04:53:59.000,7.0,https://anaconda.org/conda-forge/metric-learn,2025-04-22 14:57:23.763,17010.0,278.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
440,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2025-08-06 02:31:23.000000,2025-08-06 02:30:43,1570.0,33.0,282.0,64.0,117.0,38.0,59.0,1270.0,Model analysis tools for TensorFlow.,61.0,24,True,2025-06-23 17:12:29.000,0.48.0,60.0,,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",20.0,,https://pypi.org/project/tensorflow-model-analysis,2025-06-23 17:07:35.000,20.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
441,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2025-05-31 01:06:33.000000,2025-05-31 01:06:31,741.0,3.0,155.0,14.0,116.0,30.0,267.0,1082.0,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,47.0,24,True,2023-10-06 08:51:55.000,0.6.18,31.0,,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],122.0,,https://pypi.org/project/torch-sparse,2023-10-06 08:51:55.000,122.0,https://anaconda.org/conda-forge/pytorch_sparse,2025-05-30 10:08:45.165,868380.0,14006.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
442,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2025-04-22 14:57:37.199000,2024-02-29 13:41:11,1144.0,,244.0,61.0,249.0,5.0,367.0,1005.0,Search and download Copernicus Sentinel satellite images.,44.0,24,False,2023-03-10 17:53:00.587,1.2.1,41.0,,sentinelsat,conda-forge/sentinelsat,,,,715.0,681.0,https://pypi.org/project/sentinelsat,2017-03-06 02:33:09.000,34.0,https://anaconda.org/conda-forge/sentinelsat,2025-04-22 14:57:37.199,39637.0,686.0,,,,,3.0,335.0,,,,,,,,,,,,,,,,,,
443,tinytag,devsnd/tinytag,audio,,https://github.com/tinytag/tinytag,https://github.com/tinytag/tinytag,MIT,2014-01-27 15:27:01.000,2025-07-30 19:17:55.000000,2025-07-30 19:17:54,669.0,16.0,102.0,23.0,132.0,5.0,116.0,770.0,Python library for reading audio file metadata.,27.0,24,True,2025-04-23 14:25:51.000,2.1.1,44.0,tinytag/tinytag,tinytag,,,,,1405.0,1283.0,https://pypi.org/project/tinytag,2025-04-23 14:25:51.000,122.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
444,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2025-07-08 12:06:19.595000,2025-07-08 06:19:18,796.0,17.0,87.0,11.0,32.0,5.0,54.0,422.0,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,19.0,24,True,2025-07-08 06:20:25.000,3.2.0,59.0,,pymap3d,conda-forge/pymap3d,,,,575.0,525.0,https://pypi.org/project/pymap3d,2025-07-08 06:20:25.000,50.0,https://anaconda.org/conda-forge/pymap3d,2025-07-08 12:06:19.595,111324.0,1886.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
445,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2025-08-01 18:52:14.000000,2025-08-01 18:52:14,560.0,2.0,41.0,4.0,20.0,5.0,67.0,371.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,17.0,24,True,2025-03-29 10:07:06.000,0.11.4,32.0,,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],1247.0,1174.0,https://pypi.org/project/scikit-posthocs,2025-03-29 10:07:06.000,73.0,https://anaconda.org/conda-forge/scikit-posthocs,2025-04-22 14:57:37.742,1056124.0,18209.0,,,,,3.0,66.0,,,,,,,,,,,,,,,,,,
446,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:58:01.158000,2023-05-24 15:56:22,277.0,,886.0,266.0,98.0,82.0,81.0,7377.0,Visualizations for machine learning datasets.,31.0,23,False,2023-05-24 15:58:01.158,1.1.1,9.0,,facets-overview,,,,['jupyter'],324.0,316.0,https://pypi.org/project/facets-overview,2023-05-24 15:58:01.158,8.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
447,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2024-08-30 14:19:26.000000,2024-08-30 14:19:23,221.0,,1352.0,171.0,47.0,80.0,242.0,7360.0,2D and 3D Face alignment library build using pytorch.,26.0,23,True,2023-08-17 14:43:11.000,1.4.1,14.0,,face-alignment,,,,['pytorch'],31.0,21.0,https://pypi.org/project/face-alignment,2023-08-17 14:43:11.000,10.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
448,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2025-07-30 05:57:03.000000,2025-07-30 05:49:54,428.0,11.0,1259.0,125.0,127.0,47.0,515.0,6956.0,Backtest trading strategies in Python.,36.0,23,False,2025-07-30 05:57:03.000,0.6.5,6.0,,backtesting,,,,,7.0,,https://pypi.org/project/backtesting,2025-07-30 05:57:03.000,7.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
449,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1362.0,349.0,14.0,42.0,66.0,6569.0,Python library for processing Chinese text.,8.0,23,False,2015-09-27 16:35:23.000,0.12.3,17.0,,snownlp,,,,,1734.0,1726.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,8.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
450,PyText,facebookresearch/pytext,nlp,,https://github.com/facebookresearch/pytext,https://github.com/facebookresearch/pytext,BSD-3-Clause,2018-07-31 23:40:46.000,2022-10-17 19:55:31.000000,2022-10-17 19:51:05,1735.0,,802.0,166.0,1588.0,145.0,74.0,6338.0,A natural language modeling framework based on PyTorch.,234.0,23,False,2020-06-08 23:30:58.000,0.3.3,13.0,,pytext-nlp,,,,['pytorch'],21.0,21.0,https://pypi.org/project/pytext-nlp,2020-06-08 22:49:33.000,,,,,5.0,,,,,3.0,442.0,,,,,,,,,,,,,,,,,,
451,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2024-11-19 08:19:11.000000,2024-11-19 08:19:11,13850.0,,1558.0,136.0,3625.0,61.0,2019.0,5939.0,An Industrial Grade Federated Learning Framework.,102.0,23,True,2024-07-31 11:47:02.000,2.2.0,51.0,,ETAF,,,,,,,https://pypi.org/project/ETAF,2020-05-06 09:35:40.000,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
452,MMLSpark,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2025-08-07 13:01:18.000000,2025-08-07 13:01:18,1697.0,21.0,849.0,141.0,1650.0,404.0,407.0,5159.0,Simple and Distributed Machine Learning.,123.0,23,True,2025-07-03 20:33:37.000,1.0.12,67.0,,mmlspark,,,,['spark'],,,https://pypi.org/project/mmlspark,2020-03-18 01:27:31.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
453,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2024-03-21 14:27:34.000000,2023-03-29 07:02:37,553.0,,867.0,122.0,64.0,136.0,74.0,5125.0,Image augmentation library in Python for machine learning.,23.0,23,False,2023-03-29 07:06:01.465,0.2.12,24.0,,Augmentor,,,,,961.0,949.0,https://pypi.org/project/Augmentor,2022-04-27 09:29:23.000,12.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
454,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2025-07-30 17:58:53.000000,2025-07-30 17:55:35,239.0,10.0,305.0,79.0,187.0,24.0,56.0,5031.0,"A data augmentations library for audio, image, text, and video.",41.0,23,True,2023-12-05 20:52:12.000,1.0.1,18.0,,augly,,,,,185.0,181.0,https://pypi.org/project/augly,2023-12-05 20:52:12.000,4.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
455,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,656.0,156.0,130.0,85.0,101.0,4700.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,23,False,2021-03-19 16:01:00.000,0.3.10,17.0,,lucid,,,,['tensorflow'],819.0,813.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
456,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2025-07-19 00:07:13.000000,2025-07-19 00:07:13,1705.0,5.0,725.0,46.0,36.0,1.0,617.0,4069.0,[EMNLP 2022] An Open Toolkit for Knowledge Graph Extraction and Construction.,33.0,23,True,2023-09-21 04:12:03.000,2.2.7,111.0,,deepke,,,,['pytorch'],25.0,25.0,https://pypi.org/project/deepke,2023-09-21 04:12:03.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
457,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2025-04-22 14:57:18.376000,2023-04-27 20:08:56,632.0,,945.0,276.0,226.0,16.0,356.0,3868.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,23,False,2022-04-21 20:41:22.000,2.2.5,32.0,,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,2022-04-21 20:05:56.000,5.0,https://anaconda.org/conda-forge/tensorflowonspark,2025-04-22 14:57:18.376,30017.0,441.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
458,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2024-08-02 16:23:45.000000,2021-06-02 17:38:16,1810.0,,897.0,175.0,386.0,34.0,430.0,3855.0,"Facilitating the design, comparison and sharing of deep text matching models.",39.0,23,False,2019-10-24 13:09:11.000,2.2.0,5.0,,matchzoo,,,,['tensorflow'],19.0,19.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
