,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
493,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2025-04-22 14:57:18.376000,2023-04-27 20:08:56,632.0,945.0,276.0,226.0,16.0,356.0,3871.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,25,False,,2022-04-21 20:41:22.000,2.2.5,32.0,,tensorflowonspark,conda-forge/tensorflowonspark,,"['tensorflow', 'spark']",,24962.0,5.0,,https://pypi.org/project/tensorflowonspark,2022-04-21 20:05:56.000,5.0,24520.0,https://anaconda.org/conda-forge/tensorflowonspark,2025-04-22 14:57:18.376,30508.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
494,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2025-08-22 01:55:34.000000,2024-12-20 21:19:02,1587.0,363.0,68.0,1487.0,118.0,88.0,3589.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,38.0,25,True,,2024-12-20 21:57:28.000,1.3.1,20.0,,lit-nlp,conda-forge/lit-nlp,,,,10093.0,3.0,,https://pypi.org/project/lit-nlp,2024-12-20 21:27:54.000,3.0,7999.0,https://anaconda.org/conda-forge/lit-nlp,2025-04-22 14:57:35.818,125698.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
495,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2025-01-25 03:17:32.000000,2025-01-25 03:08:48,183.0,417.0,152.0,86.0,105.0,101.0,3480.0,A deep learning library for video understanding research.,58.0,25,True,,2022-01-20 00:16:35.000,0.1.5,9.0,,pytorchvideo,,,['pytorch'],,45283.0,24.0,,https://pypi.org/project/pytorchvideo,2022-01-20 00:16:35.000,24.0,45283.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
496,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2025-09-10 10:19:30.000000,2025-01-24 08:14:04,517.0,820.0,61.0,645.0,129.0,415.0,3403.0,A high-performance distributed training framework for Reinforcement Learning.,46.0,25,True,,2023-03-14 02:03:08.557,2.2.1,29.0,,parl,,,['paddle'],,816.0,138.0,137.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,816.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
497,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2023-08-28 05:14:10.000000,2022-06-05 10:44:18,1342.0,528.0,109.0,73.0,193.0,119.0,3097.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,False,,2019-04-25 02:10:05.000,0.4.4,15.0,,xlearn,,,,4980.0,1146.0,176.0,164.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000,12.0,1091.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
498,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2024-08-03 17:30:36.000000,2022-10-05 16:26:03,376.0,249.0,49.0,484.0,60.0,70.0,2909.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,,2022-04-26 01:24:34.000,0.10.0,13.0,,m2cgen,,,,102.0,15422.0,345.0,342.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,15421.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
499,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2025-04-22 14:57:21.142000,2021-06-22 10:51:48,116.0,478.0,96.0,49.0,65.0,255.0,2886.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,25,False,,2019-04-08 11:28:27.000,4.0.0,5.0,,neuralcoref,conda-forge/neuralcoref,,,1233.0,2222.0,775.0,754.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,21.0,1852.0,https://anaconda.org/conda-forge/neuralcoref,2025-04-22 14:57:21.142,24044.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
500,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2025-04-22 14:57:16.064000,2020-03-16 04:26:47,75.0,236.0,62.0,42.0,37.0,24.0,2818.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,25,False,,2020-03-04 04:15:47.000,0.1.8,10.0,,knockknock,conda-forge/knockknock,,,,44988.0,1421.0,1416.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,5.0,42487.0,https://anaconda.org/conda-forge/knockknock,2025-04-22 14:57:16.064,20012.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
501,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2025-09-10 11:02:52.000000,2025-02-03 12:43:27,770.0,366.0,77.0,591.0,144.0,95.0,2780.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,25,True,,2021-12-03 22:33:39.000,2021.12.3,25.0,,tensorflow-graphics,,,['tensorflow'],,32102.0,11.0,,https://pypi.org/project/tensorflow-graphics,2021-12-03 22:33:39.000,11.0,32102.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
502,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2023-10-06 04:01:21.000000,2022-12-25 20:52:27,843.0,519.0,93.0,1045.0,260.0,297.0,2558.0,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",88.0,25,False,,2020-08-13 19:17:42.000,0.10.0,26.0,,gluonnlp,,,['mxnet'],,20360.0,22.0,,https://pypi.org/project/gluonnlp,2020-08-13 19:17:42.000,22.0,20360.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
503,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,617.0,86.0,29.0,25.0,52.0,2414.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,25,False,,2020-01-14 14:12:10.000,0.6.1,6.0,,python_speech_features,,,,,37021.0,1124.0,1070.0,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000,54.0,37021.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
504,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2025-04-29 22:00:38.000000,2025-04-29 22:00:33,390.0,291.0,53.0,14.0,23.0,80.0,2311.0,Beautiful visualizations of how language differs among document types.,14.0,25,True,,2024-09-23 05:35:47.000,0.2.2,151.0,,scattertext,conda-forge/scattertext,,,,10435.0,675.0,670.0,https://pypi.org/project/scattertext,2024-09-23 05:35:47.000,5.0,9066.0,https://anaconda.org/conda-forge/scattertext,2025-04-22 14:56:39.793,132801.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
505,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2024-10-07 11:50:22.000000,2024-09-23 17:14:22,14660.0,94.0,39.0,60.0,15.0,79.0,2244.0,The friendly PIL fork.,435.0,25,False,,,,72.0,,pillow-simd,,,,,21133.0,65.0,,https://pypi.org/project/pillow-simd,2024-09-23 18:27:59.000,65.0,21133.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
506,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2023-07-04 21:11:26.000000,2023-07-04 21:11:26,451.0,254.0,54.0,56.0,24.0,50.0,2223.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,25,False,,2019-11-04 05:16:00.000,0.5.0,19.0,,pytorch-nlp,,,['pytorch'],,10828.0,810.0,791.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,19.0,10828.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
507,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2024-11-22 16:48:16.000000,2024-02-28 15:45:58,1631.0,251.0,65.0,63.0,32.0,199.0,2222.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,21.0,25,False,,2024-02-28 15:44:03.000,2.1.0,15.0,,ampligraph,,,['tensorflow'],,853.0,70.0,68.0,https://pypi.org/project/ampligraph,2024-02-26 17:12:26.000,2.0,853.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
508,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2023-10-24 16:13:23.000000,2018-12-16 15:30:13,118.0,243.0,68.0,21.0,93.0,66.0,2135.0,Open source time series library for Python.,6.0,25,False,,2017-11-21 16:27:06.000,0.4.16,36.0,,pyflux,,,,,365632.0,294.0,290.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,4.0,365632.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
509,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,317.0,56.0,1313.0,235.0,810.0,2022.0,A toolkit for reproducible reinforcement learning research.,79.0,25,False,,2021-03-23 22:18:36.000,2021.3.0,21.0,,garage,,,['tensorflow'],,834.0,126.0,122.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,4.0,834.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
510,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2025-02-07 15:09:04.000000,2025-02-07 15:09:02,1975.0,428.0,41.0,2290.0,94.0,235.0,1617.0,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,43.0,25,True,,2024-07-08 18:03:34.000,0.36.0,57.0,,raiwidgets,,,"['pytorch', 'tensorflow', 'jupyter']",,10683.0,6.0,,https://pypi.org/project/raiwidgets,2024-07-08 16:42:42.000,6.0,10683.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
511,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000000,2023-09-26 07:34:28,1378.0,312.0,27.0,381.0,62.0,155.0,1586.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,25,False,,2023-09-26 07:49:38.000,2.2.6,21.0,,pgl,,,['paddle'],,589.0,68.0,67.0,https://pypi.org/project/pgl,2023-09-26 07:49:38.000,1.0,589.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
512,EfficientNets,rwightman/gen-efficientnet-pytorch,pytorch-utils,,https://github.com/rwightman/gen-efficientnet-pytorch,https://github.com/rwightman/gen-efficientnet-pytorch,Apache-2.0,2019-05-11 19:35:56.000,2024-06-13 23:15:42.000000,2024-06-13 23:15:42,109.0,214.0,42.0,12.0,4.0,51.0,1579.0,"Pretrained EfficientNet, EfficientNet-Lite, MixNet, MobileNetV3 / V2, MNASNet A1 and B1, FBNet, Single-Path NAS.",5.0,25,False,,2021-07-08 19:05:05.000,1.0.2,10.0,,geffnet,,,['pytorch'],,185628.0,308.0,304.0,https://pypi.org/project/geffnet,2021-07-08 19:05:05.000,4.0,185628.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
513,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2025-09-07 02:43:49.000000,2022-08-31 01:52:51,509.0,308.0,99.0,50.0,8.0,151.0,1574.0,Distributed Deep learning with Keras & Spark.,28.0,25,False,,2025-09-07 02:43:49.000,7.2.0,50.0,,elephas,conda-forge/elephas,,"['keras', 'spark']",,12183.0,,,https://pypi.org/project/elephas,2025-09-07 02:43:49.000,,11931.0,https://anaconda.org/conda-forge/elephas,2025-04-22 14:57:10.644,18447.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
514,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2025-04-22 15:32:32.089000,2023-11-06 15:20:05,206.0,335.0,47.0,45.0,101.0,117.0,1467.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,18.0,25,False,,2023-11-06 16:35:44.000,0.9.3,33.0,,keras-ocr,anaconda/keras-ocr,,['tensorflow'],2089662.0,51068.0,723.0,715.0,https://pypi.org/project/keras-ocr,2023-11-06 16:35:44.000,8.0,16234.0,https://anaconda.org/anaconda/keras-ocr,2025-04-22 15:32:32.089,430.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
515,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2025-04-22 14:57:23.763000,2024-08-03 19:34:12,297.0,231.0,44.0,186.0,53.0,122.0,1425.0,Metric learning algorithms in Python.,24.0,25,False,,2023-10-09 04:53:59.000,0.7.0,11.0,,metric-learn,conda-forge/metric-learn,,['sklearn'],,6915.0,499.0,492.0,https://pypi.org/project/metric-learn,2023-10-09 04:53:59.000,7.0,6635.0,https://anaconda.org/conda-forge/metric-learn,2025-04-22 14:57:23.763,17360.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
516,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/google-deepmind/rlax,https://github.com/google-deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2025-09-01 23:39:58.000000,2025-09-01 23:38:43,216.0,92.0,32.0,120.0,8.0,19.0,1355.0,A library of reinforcement learning building blocks in JAX.,22.0,25,True,2.0,2025-09-01 23:39:58.000,0.1.8,12.0,google-deepmind/rlax,rlax,,,['jax'],,26075.0,384.0,362.0,https://pypi.org/project/rlax,2025-09-01 23:39:58.000,22.0,26075.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
517,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2025-03-31 13:51:06.000000,2025-01-03 19:07:34,348.0,141.0,27.0,69.0,6.0,73.0,1318.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,25,True,,2025-01-03 15:28:53.000,0.5.6,26.0,,livelossplot,,,['jupyter'],,11175.0,1882.0,1866.0,https://pypi.org/project/livelossplot,2025-01-03 15:28:53.000,16.0,11175.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
518,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2025-04-11 14:13:23.000000,2023-10-12 14:56:47,1107.0,235.0,33.0,69.0,57.0,206.0,1302.0,A toolbox to iNNvestigate neural networks predictions!.,22.0,25,False,,2023-10-12 14:58:48.000,2.1.2,8.0,,innvestigate,,,['tensorflow'],194.0,1084.0,152.0,150.0,https://pypi.org/project/innvestigate,2023-10-12 14:55:59.000,2.0,1079.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
519,GPUtil,anderskm/gputil,gpu-utilities,,https://github.com/anderskm/gputil,https://github.com/anderskm/gputil,MIT,2017-01-16 11:57:43.000,2024-04-13 14:07:28.000000,2019-08-16 09:00:15,140.0,122.0,11.0,26.0,29.0,16.0,1203.0,A Python module for getting the GPU status from NVIDA GPUs using nvidia-smi programmically in Python.,14.0,25,False,,2018-12-18 09:12:13.000,1.4.0,8.0,,gputil,,,,,771290.0,9353.0,8881.0,https://pypi.org/project/gputil,2018-12-18 09:12:13.000,472.0,771290.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
520,detoxify,unitaryai/detoxify,nlp,,https://github.com/unitaryai/detoxify,https://github.com/unitaryai/detoxify,Apache-2.0,2020-09-23 15:24:21.000,2025-07-29 22:47:55.000000,2025-07-29 22:47:55,265.0,130.0,12.0,59.0,37.0,30.0,1102.0,Trained models & code to predict toxic comments on all 3 Jigsaw Toxic Comment Challenges. Built using Pytorch..,14.0,25,True,1.0,2024-02-01 14:51:21.000,0.5.2,13.0,,detoxify,,,,1632344.0,145960.0,996.0,966.0,https://pypi.org/project/detoxify,2024-02-01 14:51:21.000,30.0,117817.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
521,scikit-cuda,lebedov/scikit-cuda,gpu-utilities,,https://github.com/lebedov/scikit-cuda,https://github.com/lebedov/scikit-cuda,BSD-3-Clause,2010-09-27 02:02:07.000,2023-10-15 05:57:46.000000,2023-10-15 05:57:46,1036.0,183.0,47.0,116.0,61.0,170.0,994.0,Python interface to GPU-powered libraries.,44.0,25,False,,2019-05-27 00:29:00.000,0.5.3,7.0,,scikit-cuda,,,,,1157.0,351.0,328.0,https://pypi.org/project/scikit-cuda,2019-05-27 00:29:00.000,23.0,1157.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
522,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515.0,261.0,43.0,72.0,104.0,188.0,947.0,Gaussian Process Optimization using GPy.,51.0,25,False,,2020-03-19 21:21:18.000,1.2.6,11.0,,gpyopt,,,,,6177.0,627.0,590.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,37.0,6177.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
523,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2025-06-23 23:04:04.000000,2025-06-23 23:03:32,995.0,178.0,47.0,97.0,39.0,148.0,773.0,Library for exploring and validating machine learning data.,30.0,25,True,3.0,2025-06-09 20:41:07.000,1.17.0,49.0,,tensorflow-data-validation,,,"['tensorflow', 'jupyter']",1002.0,143107.0,32.0,,https://pypi.org/project/tensorflow-data-validation,2025-06-09 21:51:40.000,32.0,143096.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
524,NeuPy,itdxer/neupy,ml-frameworks,,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000,2024-11-18 15:00:19.000000,2023-01-03 21:24:56,1146.0,158.0,32.0,25.0,35.0,236.0,737.0,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,8.0,25,False,,2019-04-04 19:44:59.000,0.8.2,34.0,,neupy,,,,,1865.0,192.0,188.0,https://pypi.org/project/neupy,2019-04-04 19:43:06.000,4.0,1865.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
525,whoosh,mchaput/whoosh,nlp,,https://github.com/mchaput/whoosh,https://github.com/mchaput/whoosh,BSD-1-Clause,2015-04-17 19:34:47.000,2025-09-03 07:47:52.647000,2022-01-15 18:08:37,1718.0,73.0,13.0,13.0,44.0,7.0,639.0,Pure-Python full-text search library.,42.0,25,False,,2016-04-04 01:19:40.000,2.7.4,141.0,,whoosh,conda-forge/whoosh,,,,656610.0,232.0,,https://pypi.org/project/whoosh,2016-04-04 01:19:40.000,232.0,647022.0,https://anaconda.org/conda-forge/whoosh,2025-09-03 07:47:52.647,498607.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
526,lightwood,mindsdb/lightwood,hyperopt,,https://github.com/mindsdb/lightwood,https://github.com/mindsdb/lightwood,GPL-3.0,2019-05-20 21:31:14.000,2025-09-02 09:43:30.000000,2025-09-01 13:56:27,5713.0,100.0,17.0,813.0,8.0,446.0,483.0,Lightwood is Legos for Machine Learning.,50.0,25,False,12.0,2025-09-02 09:28:48.000,25.9.1.0,215.0,,lightwood,,,['pytorch'],,18017.0,107.0,105.0,https://pypi.org/project/lightwood,2025-09-02 09:43:30.000,2.0,18017.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
527,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2025-09-11 11:20:36.000000,2025-09-11 11:20:36,562.0,41.0,4.0,22.0,5.0,67.0,372.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,18.0,25,True,4.0,2025-03-29 10:07:06.000,0.11.4,32.0,,scikit-posthocs,conda-forge/scikit-posthocs,,['sklearn'],67.0,109000.0,1256.0,1183.0,https://pypi.org/project/scikit-posthocs,2025-03-29 10:07:06.000,73.0,90961.0,https://anaconda.org/conda-forge/scikit-posthocs,2025-04-22 14:57:37.742,1064306.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
528,ridgeplot,tpvasconcelos/ridgeplot,data-viz,,https://github.com/tpvasconcelos/ridgeplot,https://github.com/tpvasconcelos/ridgeplot,MIT,2021-01-21 18:21:30.000,2025-09-08 16:23:11.000000,2025-09-03 15:38:04,1128.0,10.0,3.0,277.0,17.0,40.0,238.0,Beautiful ridgeline plots in Python.,4.0,25,False,38.0,2025-09-01 00:45:45.000,0.4.0,31.0,,ridgeplot,,https://ridgeplot.readthedocs.io/,,46.0,34242.0,285.0,277.0,https://pypi.org/project/ridgeplot,2025-09-01 00:44:54.000,8.0,34242.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
529,pandas-ai,gventuri/pandas-ai,others,,https://github.com/sinaptik-ai/pandas-ai,https://github.com/sinaptik-ai/pandas-ai,,2023-04-22 12:58:01.000,2025-08-13 12:59:44.000000,2025-08-13 12:59:44,1354.0,2117.0,169.0,702.0,16.0,874.0,22020.0,"Chat with your database or your datalake (SQL, CSV, parquet). PandasAI makes data analysis conversational using LLMs..",108.0,24,False,31.0,2025-07-31 15:22:00.000,2.3.2,100.0,sinaptik-ai/pandas-ai,pandas-ai,,,,,,,,https://pypi.org/project/pandas-ai,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
530,PyText,facebookresearch/pytext,nlp,,https://github.com/facebookresearch/pytext,https://github.com/facebookresearch/pytext,BSD-3-Clause,2018-07-31 23:40:46.000,2022-10-17 19:55:31.000000,2022-10-17 19:51:05,1735.0,802.0,165.0,1588.0,145.0,74.0,6338.0,A natural language modeling framework based on PyTorch.,234.0,24,False,,2020-06-08 23:30:58.000,0.3.3,13.0,,pytext-nlp,,,['pytorch'],442.0,62.0,21.0,21.0,https://pypi.org/project/pytext-nlp,2020-06-08 22:49:33.000,,57.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
531,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2025-04-24 02:53:53.000000,2025-04-24 02:51:21,1108.0,924.0,110.0,676.0,146.0,543.0,5588.0,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,123.0,24,True,,2019-08-26 19:04:21.000,0.3.1,12.0,,mmf,,,['pytorch'],,162.0,24.0,23.0,https://pypi.org/project/mmf,2020-06-12 22:15:02.000,1.0,162.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
532,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2024-08-15 06:26:34.000000,2022-08-06 21:47:18,182.0,507.0,78.0,63.0,112.0,57.0,5487.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,24,False,,2022-04-06 04:38:09.000,0.3.4,11.0,,layoutparser,,,,,156093.0,22.0,,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,22.0,156093.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
533,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,749.0,134.0,43.0,141.0,98.0,4937.0,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,24,False,,2020-02-03 01:07:00.000,2.0.0,14.0,,textgenrnn,,,['tensorflow'],1004.0,356.0,1186.0,1170.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,16.0,345.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
534,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2024-08-21 11:16:16.000000,2024-08-21 11:16:16,206.0,1032.0,91.0,65.0,271.0,270.0,4881.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,15.0,24,False,,2020-01-10 11:36:02.000,1.0.1,8.0,,segmentation_models,,,['tensorflow'],,21142.0,28.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,28.0,21142.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
